id,imdb_id,film_title,year,tradd_url,link,tags,filename,mp4,cheerful,passionate,sad,excited,mighty,expectant ,bar,drive,night,run,twilight,love,movie,broadway,animation,KTV hit,Oscar,advertisement,two dimensions,Disney,comic film,the 00's ,the 10's ,action,adventure,comicbook,comedy,thriller,drama,musical,war,sci fi,fantasy,crime,mystery,romance,epic,sport,family
1,tt0848228,The Avengers,2012,/the-avengers,/the-avengers/feature-trailer,"Paramount Pictures|Marvel Studios|Action|Adventure|Comicbook|Samuel L. Jackson|Robert Downey, Jr.|Chris Evans|Chris Hemsworth|Jeremy Renner|Scarlett Johansson|Tom Hiddleston|Mark Ruffalo|Clark Gregg",the-avengers_feature-trailer,https://vod-progressive.akamaized.net/exp=1614567052~acl=%2A%2F672628421.mp4%2A~hmac=67225923774e951b304981850cf239c0bc9193be72459ab42e5d0cafea9df44e/vimeo-prod-skyfire-std-us/01/4885/7/199427458/672628421.mp4?filename=The+Avengers+-+Feature+Trailer+%2853612%29.mp4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,tt0416449,300,2007,/300,/300/teaser-trailer,Warner Bros. Pictures|Action|Comicbook|Teaser|Gerard Butler|Lena Headey|David Wenham|Vincent Regan|Rodrigo Santoro|Dominic West,300_teaser-trailer,https://vod-progressive.akamaized.net/exp=1614567471~acl=%2A%2F667678482.mp4%2A~hmac=9d992b7c63772cc6126d24ed16734b6e91625586b47b010656f8f1c94934c3a4/vimeo-prod-skyfire-std-us/01/4660/7/198302882/667678482.mp4?filename=300+-+Teaser+Trailer+%2835%29.mp4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4,tt1190080,2012,2009,/2012,/2012/trailer,Columbia Pictures|Action|Adventure|John Cusack|Amanda Peet|Chiwetel Ejiofor|Danny Glover|Thandie Newton|Oliver Platt|Thomas McCarthy|Woody Harrelson|Chin Han|Morgan Lily|Beatrice Rosen,2012_trailer,https://vod-progressive.akamaized.net/exp=1614567481~acl=%2A%2F668502326.mp4%2A~hmac=c835f9557549084810ca9ba8d61a841abd644ffae958215450149ba39a647d03/vimeo-prod-skyfire-std-us/01/4698/7/198492618/668502326.mp4?filename=2012+-+Trailer+%2811768%29.mp4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,tt1022603,(500) Days of Summer,2009,/500-days-of-summer,/500-days-of-summer/trailer,Fox Searchlight|Comedy|Joseph Gordon-Levitt|Zooey Deschanel|Clark Gregg|Minka Kelly|Rachel Boston|Matthew Gray Gubler|ChloÃ« Grace Moretz,500-days-of-summer_trailer,https://vod-progressive.akamaized.net/exp=1614567486~acl=%2A%2F668404448.mp4%2A~hmac=5e34b0daa8a768bf7c65d0c757c4eb3a14a560b073e8deff4391bfc0ee317ff3/vimeo-prod-skyfire-std-us/01/4693/7/198468771/668404448.mp4?filename=500+Days+of+Summer+-+Trailer+%289268%29.mp4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,tt1022603,(500) Days of Summer,2009,/500-days-of-summer,/500-days-of-summer/teaser-trailer,Fox Searchlight|Comedy|Joseph Gordon-Levitt|Zooey Deschanel|Clark Gregg|Minka Kelly|Rachel Boston|Matthew Gray Gubler|ChloÃ« Grace Moretz,500-days-of-summer_teaser-trailer,https://vod-progressive.akamaized.net/exp=1614567490~acl=%2A%2F668375387.mp4%2A~hmac=b457b85bcc77a4f2bf2d3ab59e6b374d7fc7b8075c30fabe0f5a30100c998fcc/vimeo-prod-skyfire-std-us/01/4692/7/198461571/668375387.mp4?filename=500+Days+of+Summer+-+Teaser+Trailer+%288287%29.mp4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,tt2172934,3 Days to Kill,2014,/3-days-to-kill,/3-days-to-kill/trailer,Relativity Media|Thriller|Action|Kevin Costner|Amber Heard|Hailee Steinfeld|Connie Nielsen,3-days-to-kill_trailer,https://vod-progressive.akamaized.net/exp=1614567499~acl=%2A%2F674263491.mp4%2A~hmac=68fd888b37238329d94c1d19c5b66fc3e748f364d4727ec72359540dee3630ae/vimeo-prod-skyfire-std-us/01/4961/7/199806271/674263491.mp4?filename=3+Days+to+Kill+-+Trailer+%2884593%29.mp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,tt1091722,Adventureland,2009,/adventureland,/adventureland/trailer,Miramax Films|Comedy|Jesse Eisenberg|Ryan Reynolds|Kristen Stewart|Bill Hader|Kristen Wiig|South by Southwest Film Festival,adventureland_trailer,https://vod-progressive.akamaized.net/exp=1614567514~acl=%2A%2F668353026.mp4%2A~hmac=4c7c0688ab0356eaead0788f33e1d81ac5641ffb93d45a9f41780b261e8991c2/vimeo-prod-skyfire-std-us/01/4691/7/198455953/668353026.mp4?filename=Adventureland+-+Trailer+%287454%29.mp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12,tt0881891,All About Steve,2009,/all-about-steve,/all-about-steve/trailer,20th Century Fox|Comedy|Sandra Bullock|Thomas Haden Church|Bradley Cooper|Sara Sanderson|Katy Mixon|Ken Jeong|M.C. Gainey|Keith David,all-about-steve_trailer,https://vod-progressive.akamaized.net/exp=1614567525~acl=%2A%2F668371410.mp4%2A~hmac=d270ca136c8020e98aab06a1a0c17615f50cf1e2655093e90da7d941f9b6f7c4/vimeo-prod-skyfire-std-us/01/4692/7/198460585/668371410.mp4?filename=All+About+Steve+-+Trailer+%288138%29.mp4,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,tt1823664,Annie,2014,/annie-2014,/annie-2014/feature-trailer,Sony Pictures|Comedy|Drama|Family|Musical/Broadway/Play|Remake|Jamie Foxx|QuvenzhanÃ© Wallis|Rose Byrne|Bobby Cannavale|Adewale Akinnuoye-Agbaje|David Zayas|Cameron Diaz|Musical,annie-2014_feature-trailer,https://vod-progressive.akamaized.net/exp=1614567806~acl=%2A%2F674840884.mp4%2A~hmac=07b1bebb3757ade7f7d6221d2434c77bc5ef5dc342188076df0cde607e379484/vimeo-prod-skyfire-std-us/01/4986/7/199934333/674840884.mp4?filename=Annie+-+Feature+Trailer+%2891065%29.mp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
15,tt1823664,Annie,2014,/annie-2014,/annie-2014/trailer,Sony Pictures|Comedy|Drama|Family|Musical/Broadway/Play|Remake|Jamie Foxx|QuvenzhanÃ© Wallis|Rose Byrne|Bobby Cannavale|Adewale Akinnuoye-Agbaje|David Zayas|Cameron Diaz|Musical,annie-2014_trailer,https://vod-progressive.akamaized.net/exp=1614557024~acl=%2Fvimeo-prod-skyfire-std-us%2F01%2F4972%2F7%2F199864724%2F674529214.mp4~hmac=1d8a6eb56ff3e968ac5dd38f92f5bbcb709ad80bfe2bcde7ad742fc6d6defc91/vimeo-prod-skyfire-std-us/01/4972/7/199864724/674529214.mp4?filename=Annie+-+Trailer+%2887482%29.mp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
17,tt1024648,Argo,2012,/argo,/argo/trailer,Warner Bros. Pictures|Drama|Thriller|Ben Affleck|Alan Arkin|Bryan Cranston|John Goodman|Kerry BishÃ©|Kyle Chandler|Rory Cochrane|Christopher Denham|Tate Donovan|Clea DuVall|Victor Garber,argo_trailer,https://vod-progressive.akamaized.net/exp=1614567857~acl=%2A%2F672716538.mp4%2A~hmac=a23762dea5e2c6e49d3081252a974f5032e82ca61830ac9e1c41437a77a6bcc0/vimeo-prod-skyfire-std-us/01/4889/7/199449053/672716538.mp4?filename=Argo+-+Trailer+%2856445%29.mp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
18,tt0375568,Astro Boy,2009,/astro-boy,/astro-boy/teaser-trailer,Summit Entertainment|Adventure|CG Animation|Television|Teaser,astro-boy_teaser-trailer,https://vod-progressive.akamaized.net/exp=1614567881~acl=%2A%2F668352767.mp4%2A~hmac=98156bcf78bdfae26f215afdd678fa00e941d6415e84fe047337fe03979ae087/vimeo-prod-skyfire-std-us/01/4691/7/198455901/668352767.mp4?filename=Astro+Boy+-+Teaser+Trailer+%287448%29.mp4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,tt0783233,Atonement,2008,/atonement,/atonement/trailer,Focus Features|Drama|Romance|Keira Knightley|James McAvoy|Romola Garai|Vanessa Redgrave|Brenda Blethyn,atonement_trailer,https://vod-progressive.akamaized.net/exp=1614567906~acl=%2A%2F668040903.mp4%2A~hmac=c72934059a3b4b52f82fcd43e0918849148317654f0809607bb9b40a14ee5aad/vimeo-prod-skyfire-std-us/01/4676/7/198384890/668040903.mp4?filename=Atonement+-+Trailer+%28608%29.mp4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
22,tt0499549,Avatar,2009,/avatar,/avatar/trailer-b,20th Century Fox|Action|Adventure|Sci Fi|Sigourney Weaver|Stephen Lang|ZoÃ« SaldaÃ±a|Sam Worthington|Michelle Rodriguez|Giovanni Ribisi|Joel David Moore|CCH Pounder|Peter Mensah|Laz Alonso|Wes Studi|Matt Gerald,avatar_trailer-b,https://vod-progressive.akamaized.net/exp=1614567954~acl=%2A%2F668628471.mp4%2A~hmac=3b58f0d02c52ea62311c403e3a8c26d5ac1d59ca018e4754d8ddac8a161a19dc/vimeo-prod-skyfire-std-us/01/4704/7/198522606/668628471.mp4?filename=Avatar+-+Feature+Trailer+%2815274%29.mp4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25,tt0159273,Behind Enemy Lines,2001,/behind-enemy-lines,/behind-enemy-lines/trailer,20th Century Fox|Action|War|Owen Wilson|Gabriel Macht|Gene Hackman|Joaquim De Almeida|Vladimir Mashkov|David Keith|Olek Krupa,behind-enemy-lines_trailer,https://vod-progressive.akamaized.net/exp=1614568013~acl=%2A%2F668371087.mp4%2A~hmac=10747e7dc2ee55cc2e255228ce3fb32ecf1e496aff9c594645b1a2a46a5e39bc/vimeo-prod-skyfire-std-us/01/4692/7/198460521/668371087.mp4?filename=Behind+Enemy+Lines+-+Trailer+%288128%29.mp4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26,tt0265086,Black Hawk Down,2002,/black-hawk-down,/black-hawk-down/teaser-trailer,Columbia Pictures|Historical|Action|Drama|War|Teaser|Josh Hartnett|Tom Sizemore|Ewan McGregor|Sam Shepard,black-hawk-down_teaser-trailer,https://vod-progressive.akamaized.net/exp=1614568045~acl=%2A%2F668515894.mp4%2A~hmac=e9ae1aac865ea2baadcb65790c1a8455061182dd1831cd23d2097a6b81a315db/vimeo-prod-skyfire-std-us/01/4699/7/198495804/668515894.mp4?filename=Black+Hawk+Down+-+Teaser+Trailer+%2812084%29.mp4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
27,tt1825683,Black Panther,2018,/black-panther-2018,/black-panther-2018/teaser-trailer,Marvel Studios|Walt Disney Pictures|Comicbook|Action|Sci Fi|Fantasy|Teaser|Chadwick Boseman|Danai Gurira|Lupita Nyong'o|Michael B. Jordan|Martin Freeman|Daniel Kaluuya|Angela Bassett|Andy Serkis|Sterling K. Brown|Isaach De BankolÃ©|Forest Whitaker,black-panther-2018_teaser-trailer,https://vod-progressive.akamaized.net/exp=1614568053~acl=%2A%2F770456253.mp4%2A~hmac=165dae2f0bf077f116753d63cda44f01f668e801bd80a2a0ef9e0c9980e34743/vimeo-prod-skyfire-std-us/01/4209/8/221047475/770456253.mp4?filename=Black+Panther+-+Teaser+Trailer+%28119282%29.mp4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
35,tt1371111,Cloud Atlas,2012,/cloud-atlas,/cloud-atlas/trailer,Warner Bros. Pictures|Drama|Fantasy|Sci Fi|Book|Tom Hanks|Halle Berry|Jim Broadbent|Hugo Weaving|Jim Sturgess|Doona Bae|Ben Whishaw|James D'Arcy|Xun Zhou|Keith David|David Gyasi|Susan Sarandon|Hugh Grant,cloud-atlas_trailer,https://vod-progressive.akamaized.net/exp=1614557385~acl=%2Fvimeo-prod-skyfire-std-us%2F01%2F4897%2F7%2F199486412%2F672875938.mp4~hmac=d79a5f42eed356efb0bed899226e410d376aefac2084147e337874941d2163fa/vimeo-prod-skyfire-std-us/01/4897/7/199486412/672875938.mp4?filename=Cloud+Atlas+-+Trailer+%2859836%29.mp4,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
36,tt0844471,Cloudy with a Chance of Meatballs,2009,/cloudy-wuth-a-chance-of-meatballs,/cloudy-wuth-a-chance-of-meatballs/feature-trailer,Columbia Pictures|CG Animation|Book|Family|Comedy|Bill Hader|Anna Faris|James Caan|Bruce Campbell|Andy Samberg|Mr T.|Tracy Morgan,cloudy-wuth-a-chance-of-meatballs_feature-trailer,https://vod-progressive.akamaized.net/exp=1614568216~acl=%2A%2F668513952.mp4%2A~hmac=048fe017d35d1dbadff92f21a3009a80bfd4293a840044a775e84971bec0f7de/vimeo-prod-skyfire-std-us/01/4699/7/198495351/668513952.mp4?filename=Cloudy+with+a+Chance+of+Meatballs+-+Trailer+%2812029%29.mp4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
37,tt0345074,Connie and Carla,2004,/connie-and-carla,/connie-and-carla/trailer,Universal Pictures|Comedy|Nia Vardalos|Toni Collette|David Duchovny,connie-and-carla_trailer,https://vod-progressive.akamaized.net/exp=1614568237~acl=%2A%2F668439495.mp4%2A~hmac=d33105162bd7e5cdabfe755a413e69fc35bc47eb6f468e60a21627855bb5a666/vimeo-prod-skyfire-std-us/01/4695/7/198477587/668439495.mp4?filename=Connie+and+Carla+-+Trailer+%2810260%29.mp4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38,tt0121164,Corpse Bride,2005,/corpse-bride,/corpse-bride/teaser-trailer,Warner Bros. Pictures|Teaser|Stop Motion Animation|Johnny Depp|Helena Bonham Carter|Emily Watson,corpse-bride_teaser-trailer,https://vod-progressive.akamaized.net/exp=1614568248~acl=%2A%2F668377306.mp4%2A~hmac=cde22cef56f64335a5706ae8d4422fec52e2afe756e7ce3f8ddda11e3ce157f4/vimeo-prod-skyfire-std-us/01/4692/7/198462071/668377306.mp4?filename=Tim+Burton%27s+Corpse+Bride+-+Teaser+Trailer+%288359%29.mp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39,tt0121164,Corpse Bride,2005,/corpse-bride,/corpse-bride/trailer,Warner Bros. Pictures|Stop Motion Animation|Johnny Depp|Helena Bonham Carter|Emily Watson,corpse-bride_trailer,https://vod-progressive.akamaized.net/exp=1614568256~acl=%2A%2F668377319.mp4%2A~hmac=208a4faa87dba4ebf1356b589dca546f3b551fc8c13f4f053fd769e3a0cb253c/vimeo-prod-skyfire-std-us/01/4692/7/198462072/668377319.mp4?filename=Tim+Burton%27s+Corpse+Bride+-+Trailer+%288360%29.mp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
45,tt1137450,Death Wish,2018,/death-wish,/death-wish/feature-trailer,Annapurna Pictures|Action|Crime|Drama|Book|Bruce Willis|Elisabeth Shue|Metro Goldwyn Mayer (MGM)|Vincent D'Onofrio|Kimberly Elise|Dean Norris|Camila Morrone,death-wish_feature-trailer,https://vod-progressive.akamaized.net/exp=1614568343~acl=%2A%2F904877115.mp4%2A~hmac=f3ab8d614da27098531d38b6cff945bf8e1f5d13079400cdf279d35e39b26abb/vimeo-prod-skyfire-std-us/01/4906/9/249533754/904877115.mp4?filename=Death+Wish+-+Feature+Trailer+%28122086%29.mp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
47,tt0879870,Eat Pray Love,2010,/eat-pray-love,/eat-pray-love/trailer,Columbia Pictures|Comedy|Drama|Book|Julia Roberts|Richard Jenkins|Javier Bardem|Viola Davis|Billy Crudup,eat-pray-love_trailer,https://vod-progressive.akamaized.net/exp=1614568381~acl=%2A%2F668746902.mp4%2A~hmac=763a7f779776e17a4f2dd0eff4b19884abb6b65471be5a552a2c6ee10ad9d4c5/vimeo-prod-skyfire-std-us/01/4710/7/198552434/668746902.mp4?filename=Eat%2C+Pray%2C+Love+-+Trailer+%2819789%29.mp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
48,tt1631867,Edge of Tomorrow,2014,/edge-of-tomorrow,/edge-of-tomorrow/feature-trailer,Warner Bros. Pictures|Book|Action|Sci Fi|Tom Cruise|Emily Blunt,edge-of-tomorrow_feature-trailer,https://vod-progressive.akamaized.net/exp=1614568396~acl=%2A%2F674627814.mp4%2A~hmac=de928c4735cb7f255229ad5033591889f151cb4c7dd91b0a0f3c17e724ff396c/vimeo-prod-skyfire-std-us/01/4977/7/199886429/674627814.mp4?filename=Edge+of+Tomorrow+-+Feature+Trailer+%2888420%29.mp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
49,tt1631867,Edge of Tomorrow,2014,/edge-of-tomorrow,/edge-of-tomorrow/trailer,Warner Bros. Pictures|Book|Action|Sci Fi|Tom Cruise|Emily Blunt|Bill Paxton|Kick Gurry|Dragomir Mrsic|Charlotte Riley|Jonas Armstrong|Franz Drameh,edge-of-tomorrow_trailer,https://vod-progressive.akamaized.net/exp=1614568419~acl=%2A%2F674245877.mp4%2A~hmac=3627d38fc60d37e71586680a343c5e26d79dcfa1175b41af4ecede02f09018a7/vimeo-prod-skyfire-std-us/01/4960/7/199802292/674245877.mp4?filename=Edge+of+Tomorrow+-+Trailer+%2884341%29.mp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
